customer_id,avg_order_value,purchase_frequency,recency_days,category_affinity_score
CUST07810,262.0,52,7,0.404
CUST07811,255.0,41,23,0.456
CUST07812,355.0,92,5,0.909
CUST07813,200.0,42,27,0.261
CUST07814,167.0,19,50,0.175
CUST07815,259.0,65,19,0.451
CUST07816,123.0,11,37,0.258
CUST07817,277.0,41,29,0.27
CUST07818,47.0,9,108,0.055
CUST07819,32.0,7,113,0.015
CUST07820,153.0,35,28,0.118
CUST07821,100.0,15,27,0.138
CUST07822,115.0,14,40,0.245
CUST07823,150.0,16,42,0.236
CUST07824,72.0,9,65,0.097
CUST07825,123.0,13,49,0.213
CUST07826,10.0,4,136,0.057
CUST07827,38.0,3,127,0.04
CUST07828,194.0,18,57,0.277
CUST07829,146.0,31,33,0.118
CUST07830,200.0,51,3,0.518
CUST07831,223.0,65,14,0.275
CUST07832,190.0,27,46,0.15
CUST07833,158.0,43,13,0.276
CUST07834,44.0,2,117,0.046
CUST07835,224.0,54,12,0.234
CUST07836,186.0,18,32,0.106
CUST07837,58.0,5,50,0.109
CUST07838,86.0,8,78,0.115
CUST07839,196.0,10,54,0.169
CUST07840,23.0,9,104,0.034
CUST07841,172.0,16,35,0.146
CUST07842,173.0,16,24,0.247
CUST07843,232.0,59,11,0.895
CUST07844,146.0,31,34,0.129
CUST07845,56.0,18,59,0.065
CUST07846,93.0,14,86,0.104
CUST07847,113.0,10,81,0.105
CUST07848,114.0,24,47,0.185
CUST07849,287.0,64,28,0.326
CUST07850,208.0,62,3,0.793
CUST07851,174.0,27,35,0.131
CUST07852,105.0,13,67,0.061
CUST07853,61.0,17,44,0.047
CUST07854,218.0,39,13,0.509
CUST07855,111.0,19,57,0.159
CUST07856,158.0,23,47,0.172
CUST07857,154.0,15,39,0.174
CUST07858,294.0,40,11,0.23
CUST07859,160.0,32,15,0.297
CUST07860,220.0,32,27,0.537
CUST07861,363.0,78,1,0.573
CUST07862,289.0,44,13,0.382
CUST07863,284.0,59,3,0.751
CUST07864,88.0,11,46,0.11
CUST07865,192.0,11,34,0.188
CUST07866,34.0,6,136,0.056
CUST07867,247.0,55,15,0.58
CUST07868,168.0,16,32,0.176
CUST07869,161.0,29,48,0.2
CUST07870,380.0,53,3,0.647
CUST07871,108.0,12,85,0.062
CUST07872,215.0,93,7,0.431
CUST07873,38.0,9,143,0.044
CUST07874,41.0,4,101,0.044
CUST07875,131.0,33,22,0.296
CUST07876,138.0,18,53,0.176
CUST07877,112.0,13,32,0.063
CUST07878,121.0,17,32,0.207
CUST07879,108.0,10,39,0.107
CUST07880,367.0,95,3,0.795
CUST07881,372.0,50,10,0.483
CUST07882,191.0,27,21,0.224
CUST07883,153.0,19,46,0.204
CUST07884,16.0,6,117,0.042
CUST07885,188.0,46,25,0.259
CUST07886,82.0,17,33,0.122
CUST07887,181.0,36,22,0.282
CUST07888,124.0,39,20,0.289
CUST07889,124.0,14,28,0.134
CUST07890,140.0,26,23,0.262
CUST07891,261.0,66,22,0.316
CUST07892,156.0,34,44,0.249
CUST07893,56.0,11,53,0.055
CUST07894,136.0,31,43,0.2
CUST07895,122.0,25,29,0.164
CUST07896,74.0,9,89,0.108
CUST07897,60.0,13,32,0.05
CUST07898,122.0,35,35,0.115
CUST07899,227.0,68,29,0.56
CUST07900,18.0,4,177,0.011
CUST07901,182.0,10,45,0.173
CUST07902,162.0,51,16,0.237
CUST07903,208.0,51,23,0.283
CUST07904,79.0,11,75,0.099
CUST07905,322.0,71,11,0.992
CUST07906,13.0,3,172,0.022
CUST07907,287.0,65,25,0.289
CUST07908,67.0,9,65,0.063
CUST07909,172.0,15,30,0.13
CUST07910,176.0,21,20,0.131
CUST07911,32.0,1,160,0.051
CUST07912,131.0,20,36,0.262
CUST07913,189.0,27,33,0.218
CUST07914,210.0,53,6,0.574
CUST07915,245.0,99,11,0.42
CUST07916,282.0,62,11,0.438
CUST07917,53.0,15,75,0.135
CUST07918,181.0,50,29,0.48
CUST07919,189.0,51,15,0.451
CUST07920,186.0,26,23,0.15
CUST07921,59.0,9,87,0.057
CUST07922,68.0,11,39,0.058
CUST07923,183.0,43,22,0.531
CUST07924,293.0,59,6,0.734
CUST07925,10.0,9,170,0.036
CUST07926,171.0,58,27,0.242
CUST07927,10.0,2,178,0.018
CUST07928,44.0,1,85,0.033
CUST07929,63.0,5,40,0.058
CUST07930,165.0,45,26,0.472
CUST07931,84.0,11,67,0.053
CUST07932,99.0,10,38,0.08
CUST07933,101.0,14,40,0.212
CUST07934,118.0,22,29,0.285
CUST07935,279.0,65,18,0.461
CUST07936,293.0,55,10,0.446
CUST07937,197.0,24,28,0.247
CUST07938,125.0,32,26,0.143
CUST07939,176.0,11,52,0.299
CUST07940,162.0,38,29,0.249
CUST07941,178.0,29,52,0.13
CUST07942,107.0,10,40,0.091
CUST07943,42.0,6,125,0.055
CUST07944,288.0,39,22,0.389
CUST07945,129.0,26,41,0.183
CUST07946,250.0,49,24,0.543
CUST07947,72.0,5,63,0.119
CUST07948,82.0,6,36,0.134
CUST07949,43.0,6,90,0.036
CUST07950,176.0,64,22,0.38
CUST07951,48.0,5,115,0.016
CUST07952,384.0,52,4,0.793
CUST07953,71.0,14,59,0.085
CUST07954,322.0,82,12,0.464
CUST07955,19.0,1,122,0.02
CUST07956,186.0,12,41,0.283
CUST07957,86.0,11,82,0.078
CUST07958,89.0,8,87,0.133
CUST07959,197.0,55,21,0.505
CUST07960,350.0,57,1,0.87
CUST07961,40.0,2,168,0.048
CUST07962,137.0,29,24,0.153
CUST07963,176.0,59,17,0.388
CUST07964,179.0,20,38,0.278
CUST07965,183.0,15,32,0.247
CUST07966,359.0,98,11,0.572
CUST07967,263.0,37,29,0.272
CUST07968,237.0,93,10,0.653
CUST07969,190.0,39,23,0.152
CUST07970,47.0,3,84,0.017
CUST07971,19.0,9,149,0.032
CUST07972,95.0,14,44,0.15
CUST07973,159.0,43,18,0.251
CUST07974,45.0,0,95,0.017
CUST07975,187.0,39,50,0.295
CUST07976,274.0,30,17,0.444
CUST07977,22.0,2,82,0.034
CUST07978,55.0,15,51,0.121
CUST07979,80.0,12,40,0.056
CUST07980,110.0,8,69,0.11
CUST07981,275.0,36,14,0.501
CUST07982,187.0,32,17,0.523
CUST07983,111.0,16,70,0.088
CUST07984,273.0,66,17,0.47
CUST07985,139.0,37,37,0.123
CUST07986,119.0,10,75,0.075
CUST07987,107.0,16,54,0.139
CUST07988,176.0,24,53,0.178
CUST07989,96.0,12,58,0.091
CUST07990,111.0,18,65,0.061
CUST07991,90.0,18,37,0.101
CUST07992,222.0,37,24,0.587
CUST07993,241.0,55,28,0.508
CUST07994,133.0,29,46,0.28
CUST07995,207.0,38,23,0.505
CUST07996,219.0,66,19,0.256
CUST07997,190.0,31,25,0.45
CUST07998,107.0,33,23,0.278
CUST07999,16.0,6,134,0.045
CUST08000,282.0,58,19,0.51
CUST08001,95.0,6,85,0.044
CUST08002,89.0,12,51,0.139
CUST08003,393.0,98,6,0.853
CUST08004,27.0,8,164,0.028
CUST08005,183.0,11,29,0.214
CUST08006,164.0,19,26,0.269
CUST08007,119.0,16,62,0.158
CUST08008,193.0,65,16,0.546
CUST08009,109.0,17,87,0.084
CUST08010,276.0,50,7,0.56
CUST08011,82.0,14,47,0.118
CUST08012,111.0,33,58,0.136
CUST08013,79.0,17,75,0.159
CUST08014,177.0,41,28,0.454
CUST08015,112.0,19,83,0.144
CUST08016,64.0,10,46,0.045
CUST08017,191.0,28,22,0.218
CUST08018,79.0,18,35,0.105
CUST08019,139.0,24,53,0.163
CUST08020,23.0,8,128,0.04
CUST08021,199.0,21,44,0.214
CUST08022,98.0,8,31,0.045
CUST08023,55.0,18,76,0.126
CUST08024,161.0,33,52,0.179
CUST08025,277.0,51,12,0.517
CUST08026,131.0,23,27,0.206
CUST08027,94.0,16,86,0.142
CUST08028,196.0,42,29,0.345
CUST08029,196.0,27,31,0.116
CUST08030,108.0,17,37,0.09
CUST08031,171.0,25,32,0.163
CUST08032,105.0,8,68,0.069
CUST08033,291.0,45,20,0.576
CUST08034,286.0,52,27,0.344
CUST08035,56.0,5,55,0.151
CUST08036,340.0,97,3,0.648
CUST08037,242.0,55,23,0.527
CUST08038,18.0,9,116,0.026
CUST08039,106.0,37,40,0.134
CUST08040,14.0,5,155,0.046
CUST08041,38.0,4,179,0.047
CUST08042,222.0,69,26,0.573
CUST08043,249.0,71,13,0.644
CUST08044,60.0,9,87,0.145
CUST08045,189.0,27,37,0.292
CUST08046,206.0,61,18,0.577
CUST08047,94.0,5,77,0.067
CUST08048,251.0,57,10,0.766
CUST08049,33.0,7,163,0.033
CUST08050,254.0,61,20,0.391
CUST08051,275.0,53,12,0.26
CUST08052,227.0,33,12,0.309
CUST08053,42.0,0,176,0.05
CUST08054,59.0,17,60,0.159
CUST08055,109.0,9,55,0.148
CUST08056,184.0,22,51,0.224
CUST08057,158.0,10,42,0.246
CUST08058,218.0,51,23,0.321
CUST08059,100.0,27,41,0.288
CUST08060,187.0,24,24,0.106
CUST08061,91.0,16,64,0.134
CUST08062,189.0,65,23,0.486
CUST08063,39.0,6,61,0.028
CUST08064,215.0,50,28,0.287
CUST08065,38.0,6,137,0.057
CUST08066,368.0,67,5,0.731
CUST08067,186.0,34,49,0.15
CUST08068,190.0,12,46,0.271
CUST08069,144.0,23,56,0.24
CUST08070,161.0,14,54,0.19
CUST08071,193.0,17,29,0.29
CUST08072,141.0,36,32,0.277
CUST08073,89.0,7,49,0.055
CUST08074,74.0,10,86,0.077
CUST08075,55.0,6,86,0.07
CUST08076,164.0,43,18,0.27
CUST08077,53.0,12,73,0.113
CUST08078,187.0,31,32,0.223
CUST08079,125.0,38,29,0.23
CUST08080,197.0,26,50,0.278
CUST08081,106.0,19,24,0.23
CUST08082,282.0,38,27,0.369
CUST08083,228.0,52,11,0.304
CUST08084,212.0,46,24,0.573
CUST08085,83.0,12,37,0.116
CUST08086,74.0,18,32,0.139
CUST08087,30.0,4,140,0.047
CUST08088,77.0,12,53,0.139
CUST08089,341.0,54,8,0.433
CUST08090,12.0,3,139,0.031
CUST08091,30.0,0,174,0.011
CUST08092,187.0,37,24,0.245
CUST08093,114.0,39,30,0.247
CUST08094,26.0,3,73,0.025
CUST08095,192.0,32,33,0.222
CUST08096,29.0,3,89,0.045
CUST08097,244.0,68,14,0.643
CUST08098,218.0,67,19,0.592
CUST08099,177.0,29,34,0.251
CUST08100,181.0,27,24,0.105
CUST08101,88.0,10,78,0.062
CUST08102,41.0,9,140,0.051
CUST08103,115.0,10,22,0.254
CUST08104,221.0,56,13,0.857
CUST08105,64.0,7,77,0.049
CUST08106,85.0,18,88,0.058
CUST08107,210.0,52,19,0.553
CUST08108,179.0,17,47,0.128
CUST08109,58.0,19,39,0.051
CUST08110,110.0,8,68,0.089
CUST08111,153.0,33,31,0.113
CUST08112,102.0,21,21,0.127
CUST08113,22.0,0,149,0.037
CUST08114,75.0,17,75,0.126
CUST08115,198.0,11,41,0.131
CUST08116,280.0,54,28,0.36
CUST08117,83.0,9,56,0.043
CUST08118,247.0,38,19,0.25
CUST08119,159.0,59,27,0.419
CUST08120,155.0,14,31,0.299
CUST08121,151.0,59,24,0.276
CUST08122,61.0,9,76,0.141
CUST08123,221.0,68,13,0.577
CUST08124,58.0,6,53,0.076
CUST08125,283.0,39,23,0.207
CUST08126,295.0,97,4,0.459
CUST08127,255.0,48,25,0.217
CUST08128,32.0,4,168,0.01
CUST08129,19.0,3,148,0.054
CUST08130,292.0,39,27,0.332
CUST08131,108.0,15,44,0.06
CUST08132,91.0,15,65,0.105
CUST08133,42.0,4,62,0.054
CUST08134,142.0,32,57,0.243
CUST08135,96.0,10,76,0.104
CUST08136,225.0,97,2,0.724
CUST08137,140.0,29,20,0.246
CUST08138,38.0,2,151,0.042
CUST08139,147.0,37,53,0.268
CUST08140,187.0,52,23,0.308
CUST08141,266.0,50,14,0.572
CUST08142,64.0,14,78,0.076
CUST08143,54.0,15,65,0.15
CUST08144,166.0,25,46,0.116
CUST08145,40.0,1,86,0.059
CUST08146,247.0,91,6,0.968
CUST08147,192.0,19,54,0.29
CUST08148,15.0,9,136,0.033
CUST08149,149.0,30,56,0.206
CUST08150,153.0,60,15,0.373
CUST08151,149.0,34,36,0.281
CUST08152,64.0,8,80,0.127
CUST08153,165.0,37,25,0.266
CUST08154,34.0,8,63,0.013
CUST08155,92.0,18,52,0.11
CUST08156,164.0,49,13,0.3
CUST08157,114.0,5,74,0.089
CUST08158,134.0,37,47,0.118
CUST08159,168.0,35,40,0.168
CUST08160,81.0,14,64,0.146
CUST08161,30.0,3,97,0.034
CUST08162,209.0,48,21,0.291
CUST08163,122.0,30,51,0.149
CUST08164,100.0,17,45,0.16
CUST08165,168.0,31,43,0.289
CUST08166,111.0,12,40,0.243
CUST08167,291.0,79,9,0.959
CUST08168,107.0,10,42,0.116
CUST08169,159.0,38,33,0.266
CUST08170,206.0,61,28,0.371
CUST08171,70.0,13,31,0.132
CUST08172,56.0,10,40,0.153
CUST08173,119.0,33,36,0.241
CUST08174,240.0,65,25,0.253
CUST08175,99.0,16,85,0.143
CUST08176,170.0,39,14,0.597
CUST08177,174.0,39,18,0.57
CUST08178,107.0,12,61,0.155
CUST08179,204.0,88,11,0.486
CUST08180,328.0,93,10,0.797
CUST08181,340.0,74,13,0.428
CUST08182,188.0,58,27,0.334
CUST08183,383.0,98,8,0.784
CUST08184,17.0,5,75,0.039
CUST08185,158.0,67,14,0.493
CUST08186,150.0,47,10,0.373
CUST08187,240.0,30,23,0.486
CUST08188,28.0,4,77,0.048
CUST08189,171.0,33,47,0.212
CUST08190,131.0,30,37,0.115
CUST08191,10.0,3,64,0.034
CUST08192,185.0,36,48,0.296
CUST08193,168.0,38,50,0.274
CUST08194,219.0,46,26,0.273
CUST08195,151.0,22,56,0.151
CUST08196,133.0,35,42,0.235
CUST08197,63.0,19,73,0.111
CUST08198,293.0,47,10,0.221
CUST08199,110.0,11,47,0.119
CUST08200,319.0,92,14,0.657
CUST08201,177.0,49,29,0.283
CUST08202,175.0,39,43,0.164
CUST08203,24.0,9,67,0.036
CUST08204,133.0,11,56,0.128
CUST08205,75.0,8,61,0.153
CUST08206,279.0,58,20,0.518
CUST08207,211.0,66,17,0.36
CUST08208,361.0,64,14,0.444
CUST08209,113.0,19,35,0.153
CUST08210,221.0,32,20,0.517
CUST08211,226.0,36,24,0.281
CUST08212,76.0,9,50,0.076
CUST08213,315.0,80,3,0.985
CUST08214,160.0,38,47,0.297
CUST08215,107.0,33,24,0.164
CUST08216,137.0,39,20,0.187
CUST08217,166.0,18,43,0.11
CUST08218,161.0,34,37,0.292
CUST08219,207.0,46,15,0.236
CUST08220,98.0,8,37,0.109
CUST08221,33.0,0,75,0.045
CUST08222,177.0,68,23,0.503
CUST08223,253.0,71,13,0.952
CUST08224,11.0,8,113,0.019
CUST08225,137.0,22,42,0.284
CUST08226,130.0,28,22,0.148
CUST08227,107.0,19,58,0.244
CUST08228,184.0,32,25,0.225
CUST08229,149.0,20,40,0.149
CUST08230,187.0,23,39,0.128
CUST08231,158.0,53,18,0.388
CUST08232,179.0,24,28,0.224
CUST08233,66.0,6,74,0.056
CUST08234,169.0,32,24,0.261
CUST08235,383.0,72,1,0.928
CUST08236,186.0,29,48,0.262
CUST08237,111.0,6,40,0.149
CUST08238,50.0,16,70,0.142
CUST08239,105.0,15,37,0.076
CUST08240,271.0,68,21,0.229
CUST08241,63.0,8,51,0.131
CUST08242,76.0,13,70,0.058
CUST08243,256.0,53,7,0.984
CUST08244,155.0,13,33,0.166
CUST08245,102.0,14,42,0.156
CUST08246,95.0,11,83,0.133
CUST08247,226.0,59,26,0.302
CUST08248,122.0,23,52,0.244
CUST08249,18.0,7,134,0.044
CUST08250,57.0,16,86,0.064
CUST08251,14.0,3,117,0.054
CUST08252,22.0,6,175,0.06
CUST08253,246.0,87,11,0.787
CUST08254,67.0,17,37,0.057
CUST08255,134.0,39,50,0.266
CUST08256,32.0,3,92,0.048
CUST08257,274.0,41,10,0.474
CUST08258,25.0,7,122,0.046
CUST08259,63.0,9,40,0.047
CUST08260,75.0,9,54,0.072
CUST08261,296.0,69,6,0.98
CUST08262,276.0,62,21,0.218
CUST08263,92.0,17,33,0.101
CUST08264,353.0,50,3,0.51
CUST08265,100.0,15,35,0.078
CUST08266,364.0,53,3,0.468
CUST08267,57.0,16,51,0.141
CUST08268,118.0,28,59,0.151
CUST08269,61.0,9,45,0.11
CUST08270,58.0,15,60,0.056
CUST08271,120.0,36,30,0.217
CUST08272,266.0,66,23,0.437
CUST08273,241.0,68,4,0.985
CUST08274,102.0,17,44,0.299
CUST08275,194.0,33,29,0.267
CUST08276,65.0,14,80,0.084
CUST08277,139.0,38,31,0.237
CUST08278,102.0,15,43,0.148
CUST08279,172.0,37,44,0.126
CUST08280,398.0,64,3,0.994
CUST08281,173.0,28,26,0.158
CUST08282,39.0,1,174,0.048
CUST08283,15.0,0,80,0.053
CUST08284,157.0,30,52,0.209
CUST08285,180.0,21,51,0.138
CUST08286,113.0,13,84,0.08
CUST08287,156.0,37,53,0.295
CUST08288,372.0,74,11,0.701
CUST08289,301.0,52,8,0.833
CUST08290,104.0,11,52,0.176
CUST08291,22.0,5,84,0.016
CUST08292,118.0,5,89,0.072
CUST08293,285.0,78,12,0.598
CUST08294,292.0,66,25,0.373
CUST08295,69.0,9,45,0.052
CUST08296,85.0,15,67,0.045
CUST08297,69.0,13,44,0.093
CUST08298,60.0,11,70,0.151
CUST08299,367.0,70,12,0.789
CUST08300,101.0,15,32,0.156
CUST08301,103.0,8,68,0.116
CUST08302,196.0,31,11,0.588
CUST08303,116.0,6,36,0.101
CUST08304,174.0,30,21,0.212
CUST08305,289.0,70,12,0.48
CUST08306,256.0,62,23,0.409
CUST08307,284.0,33,28,0.493
CUST08308,149.0,23,26,0.153
CUST08309,154.0,37,43,0.244
CUST08310,133.0,13,46,0.206
CUST08311,191.0,25,31,0.183
CUST08312,167.0,34,23,0.327
CUST08313,375.0,80,4,1.0
CUST08314,66.0,16,44,0.058
CUST08315,112.0,28,46,0.128
CUST08316,182.0,42,13,0.252
CUST08317,37.0,8,115,0.05
CUST08318,89.0,8,44,0.115
CUST08319,13.0,4,176,0.045
CUST08320,172.0,12,20,0.115
CUST08321,186.0,69,19,0.596
CUST08322,116.0,18,47,0.048
CUST08323,290.0,67,29,0.335
CUST08324,133.0,28,50,0.106
CUST08325,260.0,71,7,0.868
CUST08326,98.0,17,77,0.15
CUST08327,153.0,56,16,0.524
CUST08328,13.0,7,146,0.036
CUST08329,34.0,3,121,0.036
CUST08330,190.0,26,22,0.15
CUST08331,96.0,6,72,0.05
CUST08332,80.0,11,68,0.101
CUST08333,96.0,12,49,0.081
CUST08334,137.0,31,45,0.252
CUST08335,88.0,13,56,0.08
CUST08336,178.0,12,42,0.114
CUST08337,20.0,1,61,0.054
CUST08338,120.0,35,47,0.248
CUST08339,136.0,15,45,0.158
CUST08340,90.0,12,80,0.056
CUST08341,79.0,17,77,0.071
CUST08342,114.0,26,52,0.274
CUST08343,263.0,44,18,0.274
CUST08344,189.0,39,20,0.174
CUST08345,17.0,4,172,0.041
CUST08346,76.0,7,45,0.124
CUST08347,65.0,7,80,0.124
CUST08348,373.0,54,14,0.938
CUST08349,186.0,26,46,0.291
CUST08350,105.0,11,72,0.083
CUST08351,60.0,8,63,0.07
CUST08352,259.0,50,12,0.439
CUST08353,18.0,7,121,0.012
CUST08354,107.0,35,59,0.198
CUST08355,241.0,58,12,0.525
CUST08356,184.0,30,54,0.152
CUST08357,262.0,66,15,0.53
CUST08358,133.0,20,55,0.261
CUST08359,250.0,80,10,0.412
CUST08360,263.0,33,10,0.406
CUST08361,69.0,5,72,0.112
CUST08362,205.0,69,26,0.468
CUST08363,172.0,30,14,0.488
CUST08364,183.0,30,44,0.223
CUST08365,145.0,19,52,0.187
CUST08366,57.0,18,33,0.049
CUST08367,147.0,38,55,0.101
CUST08368,97.0,18,30,0.065
CUST08369,61.0,5,42,0.156
CUST08370,207.0,37,29,0.211
CUST08371,171.0,59,21,0.513
CUST08372,185.0,25,29,0.287
CUST08373,138.0,14,41,0.259
CUST08374,71.0,5,76,0.099
CUST08375,103.0,15,28,0.127
CUST08376,191.0,16,39,0.218
CUST08377,182.0,41,14,0.4
CUST08378,223.0,67,15,0.25
CUST08379,106.0,37,26,0.119
CUST08380,118.0,11,42,0.146
CUST08381,122.0,36,37,0.216
CUST08382,291.0,55,21,0.396
CUST08383,98.0,17,69,0.069
CUST08384,33.0,9,92,0.028
CUST08385,228.0,36,12,0.406
CUST08386,113.0,29,41,0.25
CUST08387,15.0,4,151,0.019
CUST08388,117.0,32,37,0.116
CUST08389,185.0,22,22,0.239
CUST08390,267.0,80,12,0.623
CUST08391,99.0,7,82,0.084
CUST08392,330.0,50,12,0.805
CUST08393,31.0,9,82,0.039
CUST08394,94.0,14,57,0.135
CUST08395,110.0,8,33,0.041
CUST08396,83.0,6,75,0.124
CUST08397,125.0,39,26,0.217
CUST08398,194.0,38,34,0.217
CUST08399,36.0,2,174,0.016
CUST08400,42.0,3,140,0.028
CUST08401,196.0,27,54,0.243
CUST08402,24.0,6,135,0.011
CUST08403,132.0,37,42,0.19
CUST08404,193.0,24,32,0.139
CUST08405,126.0,25,23,0.205
CUST08406,207.0,52,24,0.295
CUST08407,347.0,65,4,0.648
CUST08408,250.0,38,16,0.411
CUST08409,109.0,36,27,0.296
CUST08410,139.0,16,45,0.259
CUST08411,152.0,27,42,0.133
CUST08412,25.0,0,92,0.01
CUST08413,131.0,23,22,0.212
CUST08414,178.0,17,40,0.133
CUST08415,267.0,59,20,0.513
CUST08416,365.0,98,8,0.482
CUST08417,87.0,17,47,0.064
CUST08418,152.0,27,54,0.145
CUST08419,55.0,14,52,0.143
CUST08420,163.0,69,28,0.558
CUST08421,118.0,24,24,0.176
CUST08422,294.0,58,15,0.308
CUST08423,154.0,50,15,0.384
CUST08424,393.0,97,2,0.622
CUST08425,155.0,42,16,0.266
CUST08426,182.0,38,31,0.17
CUST08427,264.0,63,14,0.218
CUST08428,35.0,8,167,0.048
CUST08429,128.0,17,28,0.211
CUST08430,287.0,60,26,0.369
CUST08431,228.0,49,10,0.462
CUST08432,192.0,13,38,0.125
CUST08433,322.0,93,13,0.806
CUST08434,27.0,2,101,0.021
CUST08435,16.0,8,79,0.051
CUST08436,216.0,48,13,0.266
CUST08437,109.0,31,45,0.216
CUST08438,335.0,92,10,0.741
CUST08439,117.0,8,77,0.127
CUST08440,196.0,13,49,0.162
CUST08441,172.0,60,10,0.477
CUST08442,261.0,33,25,0.272
CUST08443,94.0,16,53,0.077
CUST08444,136.0,31,24,0.225
CUST08445,216.0,54,12,0.534
CUST08446,71.0,19,42,0.124
CUST08447,174.0,19,59,0.194
CUST08448,24.0,4,135,0.05
CUST08449,282.0,63,19,0.238
CUST08450,72.0,17,47,0.097
CUST08451,102.0,13,86,0.148
CUST08452,222.0,63,15,0.503
CUST08453,106.0,13,42,0.11
CUST08454,197.0,17,36,0.149
CUST08455,49.0,0,151,0.026
CUST08456,205.0,38,15,0.275
CUST08457,83.0,6,67,0.149
CUST08458,193.0,13,27,0.209
CUST08459,31.0,3,103,0.025
CUST08460,151.0,18,31,0.222
CUST08461,23.0,5,171,0.032
CUST08462,31.0,2,176,0.042
CUST08463,276.0,43,23,0.207
CUST08464,99.0,14,79,0.142
CUST08465,11.0,5,81,0.05
CUST08466,290.0,48,26,0.31
CUST08467,101.0,32,27,0.2
CUST08468,120.0,37,20,0.139
CUST08469,283.0,52,12,0.489
CUST08470,223.0,60,4,0.472
CUST08471,256.0,58,12,0.236
CUST08472,186.0,64,20,0.543
CUST08473,143.0,15,43,0.151
CUST08474,272.0,46,15,0.516
CUST08475,44.0,8,103,0.035
CUST08476,84.0,14,48,0.058
CUST08477,247.0,97,4,0.765
CUST08478,54.0,8,61,0.072
CUST08479,66.0,19,76,0.069
CUST08480,21.0,7,86,0.04
CUST08481,296.0,86,11,0.412
CUST08482,205.0,53,22,0.3
CUST08483,29.0,4,127,0.04
CUST08484,36.0,9,105,0.039
CUST08485,55.0,7,51,0.121
CUST08486,103.0,12,74,0.049
CUST08487,281.0,66,4,0.615
CUST08488,197.0,34,32,0.225
CUST08489,185.0,39,20,0.522
CUST08490,215.0,51,25,0.206
CUST08491,59.0,5,49,0.063
CUST08492,286.0,31,13,0.216
CUST08493,181.0,35,39,0.216
CUST08494,43.0,0,132,0.011
CUST08495,162.0,58,19,0.385
CUST08496,34.0,3,152,0.051
CUST08497,18.0,5,154,0.016
CUST08498,166.0,38,37,0.128
CUST08499,247.0,59,14,0.386
CUST08500,176.0,33,28,0.194
CUST08501,164.0,37,35,0.282
CUST08502,103.0,30,28,0.298
CUST08503,218.0,33,29,0.539
CUST08504,20.0,7,89,0.03
CUST08505,210.0,54,13,0.545
CUST08506,64.0,19,70,0.148
CUST08507,282.0,56,8,0.725
CUST08508,178.0,34,37,0.279
CUST08509,25.0,9,167,0.023
CUST08510,165.0,53,27,0.307
CUST08511,274.0,57,21,0.428
CUST08512,59.0,12,64,0.149
CUST08513,66.0,12,44,0.122
CUST08514,57.0,17,30,0.088
CUST08515,166.0,36,42,0.28
CUST08516,297.0,41,26,0.599
CUST08517,21.0,7,146,0.028
CUST08518,29.0,6,71,0.048
CUST08519,184.0,27,32,0.264
CUST08520,88.0,19,84,0.051
CUST08521,169.0,22,55,0.131
CUST08522,116.0,22,41,0.292
CUST08523,225.0,54,20,0.205
CUST08524,126.0,17,29,0.146
CUST08525,134.0,24,59,0.297
CUST08526,312.0,57,14,0.753
CUST08527,176.0,15,24,0.183
CUST08528,71.0,18,58,0.154
CUST08529,94.0,16,76,0.048
CUST08530,109.0,16,62,0.145
CUST08531,19.0,7,66,0.046
CUST08532,305.0,70,5,0.694
CUST08533,174.0,18,37,0.283
CUST08534,61.0,17,44,0.095
CUST08535,113.0,24,36,0.182
CUST08536,146.0,22,54,0.193
CUST08537,184.0,63,21,0.359
CUST08538,36.0,3,104,0.017
CUST08539,147.0,21,52,0.171
CUST08540,25.0,9,102,0.022
CUST08541,173.0,10,21,0.132
CUST08542,70.0,19,37,0.1
CUST08543,89.0,16,44,0.051
CUST08544,92.0,7,55,0.044
CUST08545,187.0,13,30,0.123
CUST08546,161.0,25,56,0.133
CUST08547,104.0,18,76,0.068
CUST08548,169.0,34,42,0.177
CUST08549,154.0,30,34,0.114
CUST08550,271.0,83,6,0.451
CUST08551,23.0,4,62,0.043
CUST08552,349.0,60,7,0.887
CUST08553,62.0,5,49,0.132
CUST08554,124.0,26,47,0.157
CUST08555,170.0,36,39,0.179
CUST08556,74.0,10,88,0.136
CUST08557,318.0,70,2,0.409
CUST08558,117.0,13,29,0.215
CUST08559,57.0,19,40,0.091
CUST08560,60.0,11,86,0.061
CUST08561,292.0,38,29,0.271
CUST08562,42.0,9,73,0.043
CUST08563,50.0,6,66,0.068
CUST08564,15.0,0,101,0.012
CUST08565,107.0,29,23,0.274
CUST08566,178.0,28,37,0.106
CUST08567,19.0,1,161,0.032
CUST08568,49.0,5,116,0.032
CUST08569,120.0,16,35,0.292
CUST08570,285.0,57,10,0.508
CUST08571,125.0,15,37,0.254
CUST08572,192.0,16,59,0.148
CUST08573,233.0,61,28,0.431
CUST08574,216.0,34,24,0.476
CUST08575,18.0,4,106,0.018
CUST08576,299.0,91,1,0.772
CUST08577,53.0,19,61,0.05
CUST08578,272.0,61,23,0.557
CUST08579,116.0,29,33,0.236
CUST08580,333.0,79,1,0.416
CUST08581,275.0,56,12,0.271
CUST08582,75.0,12,43,0.059
CUST08583,19.0,2,173,0.014
CUST08584,178.0,55,18,0.527
